playerName,avgDriveDist,drivePct,avgPuttsPerRound,onePuttPct,driveSG,puttsSG,avgScore,tournament,courseYards
Dylan Frittelli,298.9,57.14,28.25,45.83,-0.078,0.175,71.801,RBC Heritage,7191
Cameron Tringale,298.1,62.5,27.75,45.83,0.031,0.946,69.301,RBC Heritage,7191
C.T. Pan,297.6,67.86,28.5,44.44,0.072,-0.775,70.301,RBC Heritage,7191
Erik van Rooyen,297.6,75,26.75,50,1.019,1.787,68.801,RBC Heritage,7191
Mito Pereira,297.5,71.43,28.25,40.28,0.765,-0.372,69.801,RBC Heritage,7191
Jim Herman,297.1,78.57,30,33.33,0.563,-0.753,71.301,RBC Heritage,7191
Jonathan Byrd,295.8,55.36,26.75,48.61,-1.449,0.639,73.051,RBC Heritage,7191
Doc Redman,295.8,69.64,28,45.83,-0.886,0.524,70.551,RBC Heritage,7191
Collin Morikawa,295.4,66.07,28.25,43.06,0.821,-0.708,69.801,RBC Heritage,7191
Ben Martin,294.5,57.14,27.25,47.22,-0.423,0.471,71.551,RBC Heritage,7191
Sungjae Im,294,71.43,28.25,38.89,1.156,-0.995,69.551,RBC Heritage,7191
Jordan Spieth,293.8,64.29,27.5,43.06,1.08,-0.636,68.301,RBC Heritage,7191
Adam Svensson,293.8,64.29,26.5,47.22,-0.08,0.4,69.801,RBC Heritage,7191
Daniel Berger,293.1,69.64,27.75,47.22,0.466,-0.019,69.551,RBC Heritage,7191
Roger Sloan,293,60.71,28.5,41.67,-0.306,-1.178,71.551,RBC Heritage,7191
Brian Gay,291,50,26,50,-0.365,0.655,70.801,RBC Heritage,7191
Si Woo Kim,290.4,66.07,28.75,40.28,0.311,-0.597,70.301,RBC Heritage,7191
Adam Hadwin,290.3,51.79,28,41.67,-0.032,-0.055,69.801,RBC Heritage,7191
Stewart Cink,290.1,44.64,26.75,45.83,-1.398,-0.685,72.301,RBC Heritage,7191
Adam Long,290.1,75,27.25,43.06,0.624,0.915,69.301,RBC Heritage,7191
Matthias Schwab,289,60.71,28.75,41.67,-0.815,0.17,71.551,RBC Heritage,7191
Ian Poulter,288.8,58.93,26.25,52.78,-0.984,1.4,70.301,RBC Heritage,7191
Anirban Lahiri,288.6,67.86,29.25,41.67,0.398,-0.719,71.801,RBC Heritage,7191
Henrik Stenson,288.4,76.79,30,33.33,-0.011,-0.923,71.051,RBC Heritage,7191
Joel Dahmen,287.8,66.07,27.75,48.61,0.514,1.024,69.301,RBC Heritage,7191
Tommy Fleetwood,287.8,62.5,25.75,54.17,-0.576,2.038,68.801,RBC Heritage,7191
Matt Kuchar,287.6,66.07,25.75,51.39,-0.013,1.813,68.551,RBC Heritage,7191
Tyler Duncan,287.1,76.79,28.5,34.72,0.739,0.176,69.301,RBC Heritage,7191
Denny McCarthy,287,64.29,27.5,48.61,-0.455,0.163,71.301,RBC Heritage,7191
Billy Horschel,286.6,71.43,26.5,50,0.556,0.803,69.551,RBC Heritage,7191
Camilo Villegas,286.3,60.71,27,44.44,0.16,0.092,71.551,RBC Heritage,7191
Brian Harman,286.1,78.57,26.75,51.39,1.107,1.06,70.051,RBC Heritage,7191
Chad Ramey,284.6,64.29,28,45.83,-0.544,0.337,71.551,RBC Heritage,7191
Kevin Na,283.9,73.21,27,51.39,-0.615,0.576,69.801,RBC Heritage,7191
Graeme McDowell,283.4,64.29,26,50,-0.147,0.71,69.551,RBC Heritage,7191
Pat Perez,281.5,51.79,28,43.06,-1.317,0.673,70.801,RBC Heritage,7191
Luke Donald,281.4,71.43,26.5,41.67,-0.286,0.131,71.301,RBC Heritage,7191
Brendon Todd,275.1,69.64,25.5,56.94,-0.101,1.367,69.801,RBC Heritage,7191
Brian Stuard,266.8,60.71,29.75,36.11,-1.079,-1.283,72.551,RBC Heritage,7191
Joseph Bramlett,340.8,53.57,30.25,34.72,0.491,-0.579,70.152,Wyndham Championship,7131
Taylor Pendrith,340.8,73.21,30.25,33.33,0.536,-0.162,68.402,Wyndham Championship,7131
Kevin Tway,340.4,60.71,30.5,34.72,-0.116,0.63,68.902,Wyndham Championship,7131
Chris Gotterup,339.5,57.14,31.75,29.17,0.673,-0.345,69.652,Wyndham Championship,7131
Patrick Rodgers,332.8,51.79,31,34.72,0.707,0.064,69.152,Wyndham Championship,7131
Davis Riley,331.4,57.14,30,31.94,0.314,0.391,68.402,Wyndham Championship,7131
Will Zalatoris,330.4,66.07,29.25,37.5,-0.099,0.206,68.652,Wyndham Championship,7131
Keith Mitchell,330.1,75,32.5,27.78,1.468,-0.991,69.652,Wyndham Championship,7131
Jared Wolfe,329.9,67.86,30.25,34.72,-0.577,-0.055,70.652,Wyndham Championship,7131
Stewart Cink,329.8,57.14,32,26.39,0.871,0.393,68.902,Wyndham Championship,7131
Alex Smalley,329.6,64.29,28.5,38.89,0.591,0.422,68.402,Wyndham Championship,7131
Jason Dufner,327.3,57.14,33.25,25,-1.189,-1.54,71.902,Wyndham Championship,7131
Adam Scott,327,53.57,31.25,30.56,0.58,-0.734,70.902,Wyndham Championship,7131
Martin Trainer,326.8,50,29,38.89,-1.209,2.322,70.152,Wyndham Championship,7131
Callum Tarren,325.9,42.86,27.75,48.61,-0.495,1.766,68.902,Wyndham Championship,7131
Shane Lowry,325.6,62.5,31.5,26.39,-0.444,-1.858,71.902,Wyndham Championship,7131
Billy Horschel,324.9,60.71,29.5,37.5,0.493,0.958,68.902,Wyndham Championship,7131
James Hahn,324.6,67.86,29.25,36.11,0.464,0.73,69.402,Wyndham Championship,7131
Ben Griffin,323.9,50,28.25,41.67,-0.035,0.889,67.402,Wyndham Championship,7131
Peter Malnati,323.6,57.14,28.5,45.83,-0.454,1.476,68.902,Wyndham Championship,7131
Taylor Moore,323.4,69.64,29.75,34.72,1.29,0.182,67.652,Wyndham Championship,7131
Cameron Percy,323.4,57.14,31,27.78,0.537,-0.642,68.152,Wyndham Championship,7131
Yannik Paul,322.9,60.71,31.5,27.78,0.789,-0.381,69.152,Wyndham Championship,7131
Bo Hoag,322.6,60.71,31.75,29.17,0.104,-0.395,69.402,Wyndham Championship,7131
Justin Lower,322.6,50,29.25,41.67,-0.263,0.677,69.152,Wyndham Championship,7131
Matthew NeSmith,322.5,57.14,30.75,36.11,0.317,0.838,69.152,Wyndham Championship,7131
Aaron Wise,322.4,62.5,30.25,31.94,1.407,0.53,68.402,Wyndham Championship,7131
Kramer Hickok,322.3,67.86,31.75,27.78,0.925,-1.167,70.402,Wyndham Championship,7131
Michael Gligic,321.9,44.64,29.75,34.72,-0.107,0.2,69.902,Wyndham Championship,7131
Aaron Rai,321.6,67.86,31.75,25,-0.026,-1.184,70.402,Wyndham Championship,7131
Sungjae Im,321.4,64.29,29.25,38.89,0.884,1.025,67.152,Wyndham Championship,7131
K.H. Lee,321.3,62.5,29.5,33.33,0.589,0.753,69.902,Wyndham Championship,7131
Charley Hoffman,320.4,55.36,31.25,30.56,0.861,-0.767,70.152,Wyndham Championship,7131
Lucas Glover,320.1,60.71,30.5,38.89,-0.012,-0.695,69.652,Wyndham Championship,7131
J.T. Poston,319,50,29.25,30.56,-0.03,0.02,68.652,Wyndham Championship,7131
Lee Hodges,318.9,51.79,29.5,37.5,-0.422,0.663,69.402,Wyndham Championship,7131
Scott Stallings,318.6,64.29,29.5,34.72,-0.175,-0.01,68.402,Wyndham Championship,7131
Kiradech Aphibarnrat,318.4,71.43,30,33.33,1.031,0.63,68.402,Wyndham Championship,7131
Chesson Hadley,318.4,60.71,31.25,31.94,-0.081,0.728,68.152,Wyndham Championship,7131
Tyrrell Hatton,318.4,66.07,29.75,40.28,0.179,0.08,68.152,Wyndham Championship,7131
Adam Svensson,318.3,55.36,30,34.72,-0.114,0.538,71.152,Wyndham Championship,7131
Brandon Wu,318.3,60.71,30,37.5,0.68,0.214,68.152,Wyndham Championship,7131
Blake McShea,318,57.14,30.5,36.11,-0.393,0.068,70.902,Wyndham Championship,7131
David Lipsky,317.8,58.93,31,31.94,0.386,-0.383,68.902,Wyndham Championship,7131
Brian Harman,317.5,48.21,30,36.11,-0.141,0.107,70.402,Wyndham Championship,7131
John Huh,317,60.71,29.5,40.28,0.354,1.218,67.152,Wyndham Championship,7131
Corey Conners,316.6,66.07,31.5,23.61,0.91,-0.745,68.652,Wyndham Championship,7131
Henrik Norlander,316.4,64.29,31.75,31.94,0.389,0.178,69.402,Wyndham Championship,7131
Anirban Lahiri,316.1,64.29,31.25,29.17,1.267,-1.116,68.152,Wyndham Championship,7131
Sam Ryder,316.1,64.29,30.25,34.72,0.148,1.18,69.902,Wyndham Championship,7131
Mark Hubbard,315.9,60.71,30.5,38.89,0.184,-0.513,69.902,Wyndham Championship,7131
Robert Streb,315.9,66.07,31,31.94,0.833,0.24,69.152,Wyndham Championship,7131
Scott Piercy,315.6,62.5,29,37.5,0.77,0.116,68.902,Wyndham Championship,7131
Martin Laird,315.5,67.86,30.75,29.17,-0.014,-0.548,69.402,Wyndham Championship,7131
Nick Taylor,314.9,60.71,31.25,27.78,-0.012,-1.091,71.652,Wyndham Championship,7131
Chris Stroud,314.8,58.93,29.5,34.72,0.162,0.598,69.902,Wyndham Championship,7131
Scott Brown,314.5,69.64,29.5,38.89,-0.315,1.88,69.152,Wyndham Championship,7131
Stephan Jaeger,313.4,58.93,28.25,41.67,0.165,0.351,68.402,Wyndham Championship,7131
Russell Henley,313,75,29.75,36.11,0.699,-0.087,67.652,Wyndham Championship,7131
Justin Rose,312.6,69.64,30.25,31.94,-0.158,-0.268,69.652,Wyndham Championship,7131
Harry Higgs,311.6,58.93,31,25,-0.424,0.015,69.152,Wyndham Championship,7131
Rory Sabbatini,311.5,42.86,29,40.28,-0.459,0.657,69.902,Wyndham Championship,7131
Doc Redman,311.3,66.07,29.25,29.17,-0.232,0.754,68.652,Wyndham Championship,7131
Christiaan Bezuidenhout,310.8,51.79,29.5,34.72,-1.218,1.34,69.402,Wyndham Championship,7131
Brian Stuard,309.8,71.43,29.75,30.56,0.125,0.133,68.902,Wyndham Championship,7131
Russell Knox,309.1,67.86,30.5,33.33,-0.245,1.193,68.652,Wyndham Championship,7131
Chez Reavie,309.1,64.29,31,30.56,0.517,-0.801,69.402,Wyndham Championship,7131
Zach Johnson,306.3,62.5,31,30.56,0.094,0.376,69.152,Wyndham Championship,7131
Rafa Cabrera Bello,306.1,64.29,31.5,29.17,-0.067,-0.234,71.152,Wyndham Championship,7131
Kelly Kraft,305.9,73.21,30,34.72,0.62,0.017,69.652,Wyndham Championship,7131
Max McGreevy,305.4,75,29.25,36.11,0.426,0.441,67.652,Wyndham Championship,7131
Ryan Moore,305.1,66.07,29,41.67,0.352,0.758,68.652,Wyndham Championship,7131
Jonathan Byrd,304.9,64.29,31.5,29.17,-0.053,-1.374,70.402,Wyndham Championship,7131
Ben Kohles,304.6,69.64,30.5,36.11,-0.082,1.495,69.652,Wyndham Championship,7131
Satoshi Kodaira,303.6,71.43,30.25,31.94,0.299,0.593,69.152,Wyndham Championship,7131
Vaughn Taylor,303,58.93,29.5,33.33,0.269,-0.745,69.152,Wyndham Championship,7131
Richy Werenski,302.6,48.21,28.25,43.06,-0.863,1.719,68.402,Wyndham Championship,7131
David Skinns,301.9,41.07,28.5,43.06,-1.431,1.16,71.402,Wyndham Championship,7131
Tom Kim,301.4,73.21,27.75,44.44,0.287,3.136,65.902,Wyndham Championship,7131
Brett Drewitt,299.8,55.36,29,36.11,-2.029,0.883,69.902,Wyndham Championship,7131
Brendon Todd,298.5,67.86,31,27.78,0.246,0.656,69.152,Wyndham Championship,7131
Andrew Putnam,298.4,71.43,31.25,30.56,0.114,0.191,68.902,Wyndham Championship,7131
Luke Donald,298.3,48.21,28,43.06,-1.085,1.677,69.652,Wyndham Championship,7131
Joel Dahmen,296.8,55.36,31.5,29.17,0.034,-0.746,71.652,Wyndham Championship,7131
